story_title,document,status,implementation_note,fixture_id,states,play_steps,visual_assertions,implementation_status,screen_id
10 Komponenty/InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/062-inlinenotice.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/Menu,04-komponenty-bazowe/komponenty/menu.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/063-menu.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/NipField,04-komponenty-bazowe/komponenty/nipfield.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/065-nipfield.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/NumberField,04-komponenty-bazowe/komponenty/numberfield.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/066-numberfield.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/067-pageheader.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/Pagination,04-komponenty-bazowe/komponenty/pagination.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/068-pagination.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/PaginationNav,04-komponenty-bazowe/komponenty/paginationnav.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/069-paginationnav.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/Panel,04-komponenty-bazowe/komponenty/panel.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/070-panel.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/PasswordField,04-komponenty-bazowe/komponenty/passwordfield.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/071-passwordfield.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/Popover,04-komponenty-bazowe/komponenty/popover.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/072-popover.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/ProgressIndicator,04-komponenty-bazowe/komponenty/progressindicator.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/073-progressindicator.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/RadioGroup,04-komponenty-bazowe/komponenty/radiogroup.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/074-radiogroup.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/RecommendationCard,04-komponenty-bazowe/komponenty/recommendationcard.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/075-recommendationcard.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/SearchField,04-komponenty-bazowe/komponenty/searchfield.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/076-searchfield.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/SectionIntro,04-komponenty-bazowe/komponenty/sectionintro.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/077-sectionintro.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/SectionNavigation,04-komponenty-bazowe/komponenty/sectionnavigation.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/078-sectionnavigation.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/Select,04-komponenty-bazowe/komponenty/select.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/079-select.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/Skeleton,04-komponenty-bazowe/komponenty/skeleton.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/081-skeleton.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/Spinner,04-komponenty-bazowe/komponenty/spinner.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/082-spinner.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/StatusBadge,04-komponenty-bazowe/komponenty/statusbadge.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/083-statusbadge.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/Switch,04-komponenty-bazowe/komponenty/switch.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/084-switch.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/Tabs,04-komponenty-bazowe/komponenty/tabs.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/085-tabs.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/TextAction,04-komponenty-bazowe/komponenty/textaction.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/086-textaction.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/TextArea,04-komponenty-bazowe/komponenty/textarea.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/087-textarea.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/TextField,04-komponenty-bazowe/komponenty/textfield.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/088-textfield.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/Toast,04-komponenty-bazowe/komponenty/toast.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/089-toast.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/Tooltip,04-komponenty-bazowe/komponenty/tooltip.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/090-tooltip.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/VerificationCodeInput,04-komponenty-bazowe/komponenty/verificationcodeinput.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/092-verificationcodeinput.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
10 Komponenty/WaterfallChart,05-wykresy-i-wizualizacje/komponenty/waterfallchart.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/093-waterfallchart.json,ready|loading|empty|error|noData|singlePoint|negativeValues,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-negativeValues,backlog-target-not-implemented,
15 Wykresy i dane/ChartFrame,05-wykresy-i-wizualizacje/15-01-chartframe.md,review,"Runtime ChartFrame wdrożony jako owner 15.01; 05.03 zachowuje wyłącznie handoff/decision record. Story konsumuje istniejące kontrolki i DataTable. Kanoniczny stan pobierania to loading; processing pozostaje legacy aliasem runtime normalizowanym przez 15.08. Odbiór wizualny po wdrożeniu w WSL.",fixtures/storybook/094-15-01-chartframe.json,ready|partial|loading|noData|legacyAliasProcessing,verify-papa-action|verify-sources-action|verify-filter-change|verify-alternative-table|verify-retry-action,foundation-shell-light|foundation-shell-dark|1440-light|1440-dark|768-reflow|390-mobile|long-copy|no-horizontal-page-scroll|no-local-visual-overrides,implemented-review-static-and-play-contract,
15 Wykresy i dane/MetricCard,05-wykresy-i-wizualizacje/15-02-metriccard.md,review,"Runtime MetricCard wdrożony jako owner 15.02; prywatny microsparkline przejmuje KPI z 05.03 bez tworzenia publicznego Sparkline. Emphasis alert/recommendation pozostaje osobną osią od dataState. Kanoniczny stan pobierania to loading; processing pozostaje legacy aliasem runtime normalizowanym przez 15.08. Odbiór wizualny po wdrożeniu w WSL.",fixtures/storybook/096-15-02-metriccard.json,ready|partial|stale|loading|noData|legacyAliasProcessing,verify-papa-action|verify-detail-action|verify-accessible-metric-name,foundation-shell-light|foundation-shell-dark|1440-light|1440-dark|768-reflow|390-mobile|long-copy|no-horizontal-page-scroll|no-local-visual-overrides,implemented-review-static-and-play-contract,
15 Wykresy i dane/Interakcje i filtry,05-wykresy-i-wizualizacje/15-09-interakcje-i-filtry.md,review,"Runtime ChartInteractionLayer wdrożony jako owner 15.09; tooltip, hover, focus z klawiatury, wybór punktu/serii, zakres dat, reset, drill-down i cross-filtering pozostają dostępne bez zmiany sensu danych. Geometria wykresów zostaje przy ownerach 15.03–15.07. Publiczny runtime obsługuje pustą tablicę points bez crasha.",fixtures/storybook/095-15-09-interakcje-i-filtry.json,ready|tooltip|hover|keyboardFocus|selection|dateRange|reset|drillDown|crossFiltering|emptyPointsGuard|doesNotChangeDataMeaning,focus-first-interactive|exercise-filter-change|exercise-hover-focus-tooltip|exercise-point-selection|exercise-reset|exercise-drill-down|verify-focus-restoration|verify-empty-points-guard|verify-keyboard-only|verify-data-semantics-unchanged,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|focus-ring-visible|interactive-controls-do-not-reflow-chart|no-horizontal-page-scroll,implemented-review-interaction-system,
15 Wykresy i dane/Porównania,05-wykresy-i-wizualizacje/15-04-porownania.md,review,"Runtime ComparisonChart wdrożony jako owner 15.04; bar/grouped/ranking korzystają z Recharts, benchmark jest warstwą odniesienia, period comparison nie przejmuje czasu ciągłego od TrendChart ani rekordów od DataTable. Odbiór wizualny przed accepted.",fixtures/storybook/097-15-04-porownania.json,ready|bar|groupedBar|ranking|benchmark|periodComparison|negativeValues|longCopy,verify-bar-variant|verify-grouped-variant|verify-ranking-variant|verify-benchmark-reference|verify-period-comparison|verify-negative-scale|verify-no-legacy-owner,foundation-shell-light|foundation-shell-dark|1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|long-copy|negative-values|no-horizontal-page-scroll|no-local-visual-overrides,implemented-review-static-contract,
15 Wykresy i dane/Prognoza i AI,05-wykresy-i-wizualizacje/15-07-prognoza-i-ai.md,review,"Runtime ForecastChart wdrożony jako owner 15.07; actual pozostaje faktem historycznym, forecast jest prognozą z uncertainty band, confidence, quality i statycznymi scenariuszami. Pełne data states pozostają w 15.08; tooltip, hover, selection, drill-down i cross-filtering w 15.09; finalny pass responsive/a11y w 15.10. Odbiór wizualny przed accepted.",fixtures/storybook/098-15-07-prognoza-i-ai.json,ready|actual|forecast|uncertaintyBand|confidence|quality|staticScenarios|alternativeTable|longCopy|forecastNotFact|handoff15_08|handoff15_09|handoff15_10,verify-chartframe-composition|verify-actual-forecast-split|verify-uncertainty-band|verify-confidence-copy|verify-quality-copy|verify-static-scenarios|verify-alternative-table|verify-forecast-not-fact|verify-no-recharts-tooltip|verify-no-15-09-interaction|verify-15-08-15-09-15-10-handoff,foundation-shell-light|foundation-shell-dark|1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|long-copy|uncertainty-band-visible|axis-and-legend-readable|alternative-table-affordance-visible|no-horizontal-page-scroll|no-runtime-owner-duplication,implemented-review-static-contract,
15 Wykresy i dane/Responsywność i dostępność,05-wykresy-i-wizualizacje/15-10-responsywnosc-i-dostepnosc.md,review,"Finalny pass responsive/a11y dla sekcji 15; obejmuje desktop/tablet/mobile, light/dark, długie teksty, legendy, kontrast i alternatywny opis danych. Nie dodaje nowych funkcji ani nowych ownerów geometrii wykresów.",fixtures/storybook/099-15-10-responsywnosc-i-dostepnosc.json,ready|desktop|tablet|mobile|light|dark|longCopy|legend|contrast|alternativeDataDescription|noNewFeatures|section15OwnerMatrix,verify-owner-matrix-15-01-to-15-09|verify-desktop-tablet-mobile-copy|verify-light-dark-copy|verify-long-copy-reflow|verify-legend-readable|verify-alternative-data-description|verify-no-new-features,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|long-copy|legend-readable|contrast-copy-present|alternative-table-visible|no-horizontal-page-scroll,implemented-review-final-responsive-a11y-pass,
15 Wykresy i dane/Stany danych,05-wykresy-i-wizualizacje/15-08-stany-danych.md,review,"Runtime ChartDataState wdrożony jako owner 15.08; jeden wspólny system stanów dla ChartFrame i wizualizacji: loading, empty, no data, partial, stale, delayed, blocked, error i unavailable. Brak osobnych stanów per wykres.",fixtures/storybook/100-15-08-stany-danych.json,loading|empty|noData|partial|stale|delayed|blocked|error|unavailable|sharedStateLanguage|noPerChartStates,verify-loading-state|verify-empty-state|verify-no-data-state|verify-partial-state|verify-stale-state|verify-delayed-state|verify-blocked-state|verify-error-state|verify-unavailable-state|verify-shared-chartframe-state-system,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|no-horizontal-page-scroll|state-language-consistent|state-actions-visible,implemented-review-state-system,
15 Wykresy i dane/Udziały i struktura,05-wykresy-i-wizualizacje/15-05-struktura-i-udzial.md,review,"Runtime ShareChart wdrożony jako owner 15.05; donut/bar/stacked pokazują strukturę udziałów i nie przejmują porównań, trendów, tabel ani interakcji z 15.09. Odbiór wizualny przed accepted.",fixtures/storybook/101-15-05-struktura-i-udzial.json,ready|donut|bar|stacked|partToWhole|shareBreakdown|longCopy|negativeValuesPolicy,verify-donut-variant|verify-bar-variant|verify-stacked-variant|verify-part-to-whole|verify-no-negative-share|verify-no-legacy-owner,foundation-shell-light|foundation-shell-dark|1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|long-copy|no-horizontal-page-scroll|no-local-visual-overrides,implemented-review-static-contract,
15 Wykresy i dane/Trendy,05-wykresy-i-wizualizacje/15-03-trendy.md,implemented,"Runtime TrendChart zaakceptowany wizualnie i technicznie. Recharts pozostaje silnikiem geometrii; PapaData posiada semantykę, hierarchię serii, skalę, legendę, responsywność i kontrakt dostępności. Zaawansowane interakcje pozostają w 15.09.",fixtures/storybook/102-15-03-trendy.json,line|area|actual|plan|previousPeriod|movingAverage,verify-accessible-name|verify-line-variant|verify-area-variant|verify-series-semantics,foundation-shell-light|foundation-shell-dark|1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|long-copy|no-horizontal-page-scroll|no-local-visual-overrides,implemented-passing-static-and-play-contract,
15 Wykresy i dane/Zależności i korelacje,05-wykresy-i-wizualizacje/15-06-zaleznosci-i-korelacje.md,review,"Runtime CorrelationChart wdrożony jako owner 15.06; scatter plot, relationship chart, driver analysis, statyczne outlier/cluster indication i correlation strength copy nie sugerują przyczynowości bez dowodu. Tooltip, hover, selection, drill-down i cross-filtering pozostają w 15.09; forecast/confidence w 15.07; pełne data states w 15.08. Odbiór wizualny przed accepted.",fixtures/storybook/103-15-06-zaleznosci-i-korelacje.json,ready|scatter|relationship|driverAnalysis|outlier|cluster|longCopy|noCausalityWithoutEvidence,verify-scatter-variant|verify-relationship-variant|verify-driver-analysis-variant|verify-outlier-cluster-static|verify-correlation-strength-copy|verify-no-causality-without-evidence|verify-no-15-09-interaction,foundation-shell-light|foundation-shell-dark|1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|long-copy|no-horizontal-page-scroll|no-local-visual-overrides,implemented-review-static-contract,
"18 Stany i wzorce przekrojowe/Approval, step-up i ochrona zmian",21-stany-przekrojowe/18-06-approval-step-up-i-ochrona-zmian.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/104-18-06-approval-step-up-i-ochrona-zmian.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
"18 Stany i wzorce przekrojowe/Empty, error i no-access",21-stany-przekrojowe/18-02-empty-error-i-no-access.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/105-18-02-empty-error-i-no-access.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
18 Stany i wzorce przekrojowe/Formularze złożone i kreatory,21-stany-przekrojowe/18-09-formularze-zlozone-i-kreatory.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/106-18-09-formularze-zlozone-i-kreatory.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
18 Stany i wzorce przekrojowe/Macierz stanów przekrojowych,21-stany-przekrojowe/18-10-macierz-stanow-przekrojowych.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/107-18-10-macierz-stanow-przekrojowych.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
"18 Stany i wzorce przekrojowe/Panele szczegółów, dowodów i rekomendacji",21-stany-przekrojowe/18-07-panele-szczegolow-dowodow-i-rekomendacji.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/108-18-07-panele-szczegolow-dowodow-i-rekomendacji.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
18 Stany i wzorce przekrojowe/Potwierdzenia i operacje destrukcyjne,21-stany-przekrojowe/18-05-potwierdzenia-i-operacje-destrukcyjne.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/109-18-05-potwierdzenia-i-operacje-destrukcyjne.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
18 Stany i wzorce przekrojowe/Status danych i readiness,21-stany-przekrojowe/18-08-status-danych-i-readiness.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/110-18-08-status-danych-i-readiness.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
18 Stany i wzorce przekrojowe/Tabela z filtrami i akcjami,21-stany-przekrojowe/18-04-tabela-z-filtrami-i-akcjami.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/111-18-04-tabela-z-filtrami-i-akcjami.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
18 Stany i wzorce przekrojowe/Układ strony i sekcji,21-stany-przekrojowe/18-01-uklad-strony-i-sekcji.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/112-18-01-uklad-strony-i-sekcji.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
18 Stany i wzorce przekrojowe/Ładowanie danych i operacje w tle,21-stany-przekrojowe/18-03-ladowanie-danych-i-operacje-w-tle.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/113-18-03-ladowanie-danych-i-operacje-w-tle.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
20 Powłoka produktu i nawigacja/Powłoka mobilna,06-powloka-produktu-i-nawigacja/20-11-powloka-mobilna.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/114-20-11-powloka-mobilna.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
20 Powłoka/AppShell,06-powloka-produktu-i-nawigacja/20-01-appshell.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/115-20-01-appshell.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
20 Powłoka/Centrum operacji w tle,06-powloka-produktu-i-nawigacja/20-09-centrum-operacji-w-tle.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/116-20-09-centrum-operacji-w-tle.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
